verifRuleCode,verifRuleName,verifRuleSeverity,modelGUID,modelBusName,modelTechName,containerGUID,containerBusName,containerTechName,entityGUID,entityBusName,entityTechName,relationshipGUID,relationshipName,attribGUID,attribBusName,attribTechName,attribDataType,attribLength,attribPrecision,attribScale,attribRequired,attribDefault,glossTermBusName,glossTermTechName,glossSynonyms,rulesRequired,rulesDefault,rulesDataType,rulesLength,rulesPrecision,rulesScale
attributeLength,Invalid length,warning,e1b9502a-669e-42a4-bc34-621b0db1b021,New Model,,4182fd6f-cfcb-4977-8df2-b96d96225569,sample_mflix,,90f1beed-1d39-424b-9643-75a4d19c8b12,Users,,,,1d1c7e48-0397-4705-b69f-60fc36590e2e,Email,,string,,,,true,,,,,true,,string,100,0,0
attributeLength,Invalid length,warning,e1b9502a-669e-42a4-bc34-621b0db1b021,New Model,,4182fd6f-cfcb-4977-8df2-b96d96225569,sample_mflix,,c0f919be-fce6-4638-bee9-9165d3233aab,Comments,,,,9457bdc5-cc25-4305-8b88-9c7cc6c586a1,Email,,string,,,,true,,,,,true,,string,100,0,0
